comedian,tags,text
Anthony Jeselnik,baseball,"Yeah we’re not together anymore. She has got - she has got a new boyfriend now. They just moved into together. And I’ve heard rumors that he is abusive, which makes you want to go over there with a baseball bat. And then blame it on her boyfriend."
Anthony Jeselnik,audience,I think it’s appropriate to start off with a rape joke. It’s good to find out what kind of audience I’m dealing with.
Anthony Jeselnik,russia,"Sure, my uncle killed himself playing Russian Roulette. But I choose to remember him as a great Russian Roulette player."
Anthony Jeselnik,,"I like seeing what the comedian thinks is funny, not just what they think I'll think is funny."
Anthony Jeselnik,doctors,"Whenever I meet a doctor, I like to pull them aside and say, ""You're a doctor, right? Can you get me some... AIDS medicine?"""
Anthony Jeselnik,,The opposite of sad is down's syndrome.
Anthony Jeselnik,,"What kind of super hero would you become if, at age 9, you saw both your parents get raped to death by lambs? Not the cool kind."
Anthony Jeselnik,,Jeff Ross has been roasting people since Whitney Cummings was nothing but a glint in the eye of the man who raped her mother.
Anthony Jeselnik,,I'm an amateur photographer. Never taken anything I'm proud of. Just children having sex.
Anthony Jeselnik,girlfriends,My roommate in LA used to punch his girlfriend in the stomach. I could never believe what a bitch she was.
Anthony Jeselnik,hitler,Hitler also once tried a juice cleanse.
Anthony Jeselnik,parents,"When I was born, I was my parents favorite. But then they seemed to forgot all about me, once they adopted that stupid highway."
Anthony Jeselnik,"girlfriends,christmas",My girlfriend is Jewish. But it's easier to buy her a Christmas present and then break it into 8 pieces.
Anthony Jeselnik,,"I'm actually a really nice guy, once you get to blow me."
Anthony Jeselnik,golf,My mom's been having a hard time lately. She just found out that she has to have both of her breasts removed - if she's ever going to be good at golf.
Anthony Jeselnik,driving,The driving force behind doing everything that I've been doing for 11 years as a stand-up is having problems with authority and not liking to be told what to do.
Anthony Jeselnik,,That's the worst way you can hear about comedy material: from a third person's blog story that they wrote when they were upset.
Anthony Jeselnik,problems,"Everyone has the same kind of fears; everyone has the same big problems in the world, which is, like, fear of death and 'I hope horrible things don't happen to my family,' but they do. And I think people laugh at them as this great release."
Anthony Jeselnik,girlfriends,"Every night, my girlfriend comes home from work, and she brings with her a houseplant. She’s like, ‘Anthony, I had to pick this up. We need a houseplant in our apartment.’ And every night, I make her return it. I say, ‘No way, baby. You can’t take care of a houseplant. You couldn’t even keep your baby alive.’"
Anthony Jeselnik,,"If you suspect your baby may be a problem drinker, please call my cell phone because he sounds fun to hang out with."
Anthony Jeselnik,intelligence,"Whenever I meet a pretty girl, the first thing I look for is intelligence; because if she doesn’t have that, then she’s mine."
Anthony Jeselnik,alcohol,"I can drink like a fish, or at least, someone born with fetal alcohol syndrome."
Anthony Jeselnik,,"Larry King is so old, he's actually one of the Jews that killed Christ."
Anthony Jeselnik,ex-girlfriend,I’ve spent the past two years looking for my ex-girlfriend’s killer... but no one will do it.
Anthony Jeselnik,,"Larry King's been married eight times. Eight times! Jesus, man. You've got 99 problems and bitches are all of them!"
Anthony Jeselnik,,I can tell you what the #4 thing I can’t talk about is. It’s the #4 thing.
Anthony Jeselnik,,I only watch the Oscars to make fun of what they wear in the Memoriam.
Anthony Jeselnik,,I think my friend Jeff is gay. I don't know - I'm so bad with names.
Anthony Jeselnik,,"A well-known Huston stripper reportedly twerked so hard that she suffered a miscarriage on stage… Not the punchline. Because in her defense, she did tell everybody, ‘I don’t think you’re ready for this jelly’."
Anthony Jeselnik,,Childhood obesity affects all pedophiles.
Anthony Jeselnik,,I honestly can't remember the last time I hit myself in the head with a hammer.
Anthony Jeselnik,,I would never hit a woman - even if she had a knife or a stutter.
Anthony Jeselnik,babies,I will never understand how a mother can kill her own baby and not get away with it.
Anthony Jeselnik,,"I feel like every first episode of a TV show is bad, you know, and it always improves."
Anthony Jeselnik,"religion,atheism","I'm not a religious person; I would call myself an atheist. I don't have a good story behind it, I'm just reasonable."
Anthony Jeselnik,,I'm not a big porn guy. I just like to jerk off to whatever's on Cinemax at two o'clock in the afternoon.
Anthony Jeselnik,stupidity,People who get offended by jokes are fucking stupid.
Anthony Jeselnik,,Did you know that diarrhea can actually kill you? Even if you only drink a little bit.
Anthony Jeselnik,decisions,I've decided to take my grandmother off of life support. As soon as she gets sick.
Anthony Jeselnik,racism,"My dad was a complicated man. He was a huge racist, my dad, but he still tried to be a good father, you know? Like, he would tell me that Santa Claus was black - that way, when I found out he didn't exist, it wouldn't be that big a let down."
Anthony Jeselnik,girlfriends,Broke up with my last girlfriend because she lied to me and told me she got molested by her neighbor. But I know her neighbor. He’s a really cool guy. Not like her creepy ass other neighbor.
Anthony Jeselnik,"girlfriends,accidents",My girlfriend was just killed in a car accident. Devastating. I can't believe I'm only going to have sex with her one more time.
Anthony Jeselnik,holocaust,"I was in Boston a couple years ago, and a very drunk girl - they’re always very drunk - ran up to me. And she screams out, ‘You should never make fun of the Holocaust!’ And I said, ‘Why?’ You know, just to be a dick. And she says, ‘Because I lost family in the Holocaust’. And I said, ‘You don’t look Jewish’. And she said, ‘Listen, asshole, There are certain lines you’re not supposed to cross, certain boundaries you’re never supposed to push’. And I said, ‘Hey, hey, hey. I just gave you a compliment’."
Anthony Jeselnik,,I'm writing a book. It's called The Soft Spot... and Other Ways to Stop a Crying Baby.
Anthony Jeselnik,racism,Racist dermatologists think all black people have really bad skin.
Anthony Jeselnik,"kids,neighborhood","About a month ago some kids in my neighborhood were playing hide-and-go-seek and one of them ended up in an abandoned refrigerator. It's all anybody talked about for weeks. I said, 'Who cares? How many kids you know get to die a winner?'"
Anthony Jeselnik,girlfriends,I like my mom's cooking a little better than my girlfriend's. But I don't tell my girlfriend that. I tell my girlfriend her cooking sucks.
Anthony Jeselnik,,"I loved Stephen Wright, and I loved Mitch Hedberg, but they seemed like geniuses you could never emulate. You'd just be ripping them off."
Anthony Jeselnik,"hate,masturbation","I hate when I'm masturbating to a hot chick on TV and then, right when I'm about to come, it cuts to one of the other Smurfs."
Anthony Jeselnik,sex,I have a twelve year old sex doll. Brand new.
Anthony Jeselnik,,"I enjoyed writing for someone else's voice, but I wasn't very good at it."
Anthony Jeselnik,"divorce,sisters",My friend has been enjoying the craziest sex life since he got a divorce from his sister.
Anthony Jeselnik,girlfriends,"The other night my girlfriend and I are in bed together. She says, 'Anthony, I want you to pee on me.' Now I have never thought about peeing on a woman in my entire life. Never even imagined it before but then I got the green light and apparently, it's my thing. I just jumped up right away. But as soon as that begins she starts screaming at me; like it's my fault she talks in her sleep."
